array_size,task_count,task_id,element_count,working_set_bytes,access_pattern,access_pattern_encoded,stride,repeat_count,operation_count,locality_score,burst_time_ms
100000,100,67,1000,8000,sequential,0,1,1,1,1,0.004651
100000,100,68,1000,8000,sequential,0,1,1,1,1,0.004602
100000,100,69,1000,8000,sequential,0,1,1,1,1,0.004601
100000,100,70,1000,8000,sequential,0,1,1,1,1,0.004634
100000,100,71,1000,8000,sequential,0,1,1,1,1,0.004786
100000,100,72,1000,8000,sequential,0,1,1,1,1,0.004493
100000,100,73,1000,8000,sequential,0,1,1,1,1,0.004687
100000,100,74,1000,8000,sequential,0,1,1,1,1,0.004805
100000,100,75,1000,8000,sequential,0,1,1,1,1,0.004765
100000,100,76,1000,8000,sequential,0,1,1,1,1,0.004844
100000,100,77,1000,8000,sequential,0,1,1,1,1,0.004938
100000,100,78,1000,8000,sequential,0,1,1,1,1,0.004774
100000,100,79,1000,8000,sequential,0,1,1,1,1,0.004695
100000,100,80,1000,8000,sequential,0,1,1,1,1,0.004792
100000,100,81,1000,8000,sequential,0,1,1,1,1,0.004678
100000,100,82,1000,8000,sequential,0,1,1,1,1,0.00475
100000,100,83,1000,8000,sequential,0,1,1,1,1,0.004519
100000,100,84,1000,8000,sequential,0,1,1,1,1,0.004506
100000,100,85,1000,8000,sequential,0,1,1,1,1,0.004687
100000,100,86,1000,8000,sequential,0,1,1,1,1,0.004544
100000,100,87,1000,8000,sequential,0,1,1,1,1,0.004565
100000,100,88,1000,8000,sequential,0,1,1,1,1,0.005031
100000,100,89,1000,8000,sequential,0,1,1,1,1,0.004983
100000,100,90,1000,8000,sequential,0,1,1,1,1,0.005126
100000,100,91,1000,8000,sequential,0,1,1,1,1,0.005006
100000,100,92,1000,8000,sequential,0,1,1,1,1,0.004982
100000,100,93,1000,8000,sequential,0,1,1,1,1,0.004843
100000,100,94,1000,8000,sequential,0,1,1,1,1,0.00476
100000,100,95,1000,8000,sequential,0,1,1,1,1,0.004606
100000,100,96,1000,8000,sequential,0,1,1,1,1,0.004489
100000,100,97,1000,8000,sequential,0,1,1,1,1,0.00445
100000,100,98,1000,8000,sequential,0,1,1,1,1,0.004441
100000,100,99,1000,8000,sequential,0,1,1,1,1,0.004705
100000,100,0,1000,8000,sequential,0,1,5,5,1,0.020554
100000,100,1,1000,8000,sequential,0,1,5,5,1,0.017538
100000,100,2,1000,8000,sequential,0,1,5,5,1,0.017577
100000,100,3,1000,8000,sequential,0,1,5,5,1,0.017629
100000,100,4,1000,8000,sequential,0,1,5,5,1,0.017653
100000,100,5,1000,8000,sequential,0,1,5,5,1,0.017523
100000,100,6,1000,8000,sequential,0,1,5,5,1,0.017735
100000,100,7,1000,8000,sequential,0,1,5,5,1,0.017613
100000,100,8,1000,8000,sequential,0,1,5,5,1,0.017667
100000,100,9,1000,8000,sequential,0,1,5,5,1,0.017539
100000,100,10,1000,8000,sequential,0,1,5,5,1,0.017384
100000,100,11,1000,8000,sequential,0,1,5,5,1,0.017409
100000,100,12,1000,8000,sequential,0,1,5,5,1,0.017439
100000,100,13,1000,8000,sequential,0,1,5,5,1,0.017538
100000,100,14,1000,8000,sequential,0,1,5,5,1,0.017675
100000,100,15,1000,8000,sequential,0,1,5,5,1,0.017386
100000,100,16,1000,8000,sequential,0,1,5,5,1,0.017405
100000,100,17,1000,8000,sequential,0,1,5,5,1,0.01758
100000,100,18,1000,8000,sequential,0,1,5,5,1,0.017546
100000,100,19,1000,8000,sequential,0,1,5,5,1,0.017578
100000,100,20,1000,8000,sequential,0,1,5,5,1,0.017655
100000,100,21,1000,8000,sequential,0,1,5,5,1,0.017655
100000,100,22,1000,8000,sequential,0,1,5,5,1,0.01761
100000,100,23,1000,8000,sequential,0,1,5,5,1,0.017564
100000,100,24,1000,8000,sequential,0,1,5,5,1,0.017382
100000,100,25,1000,8000,sequential,0,1,5,5,1,0.017634
100000,100,26,1000,8000,sequential,0,1,5,5,1,0.017424
100000,100,27,1000,8000,sequential,0,1,5,5,1,0.017501
100000,100,28,1000,8000,sequential,0,1,5,5,1,0.017484
100000,100,29,1000,8000,sequential,0,1,5,5,1,0.017503
100000,100,30,1000,8000,sequential,0,1,5,5,1,0.017531
100000,100,31,1000,8000,sequential,0,1,5,5,1,0.017478
100000,100,32,1000,8000,sequential,0,1,5,5,1,0.017508
100000,100,33,1000,8000,sequential,0,1,5,5,1,0.017617
100000,100,34,1000,8000,sequential,0,1,5,5,1,0.017558
100000,100,35,1000,8000,sequential,0,1,5,5,1,0.017577
100000,100,36,1000,8000,sequential,0,1,5,5,1,0.017526
100000,100,37,1000,8000,sequential,0,1,5,5,1,0.017532
100000,100,38,1000,8000,sequential,0,1,5,5,1,0.017483
100000,100,39,1000,8000,sequential,0,1,5,5,1,0.017447
100000,100,40,1000,8000,sequential,0,1,5,5,1,0.017573
100000,100,41,1000,8000,sequential,0,1,5,5,1,0.01743
100000,100,42,1000,8000,sequential,0,1,5,5,1,0.017518
100000,100,43,1000,8000,sequential,0,1,5,5,1,0.017535
100000,100,44,1000,8000,sequential,0,1,5,5,1,0.017401
100000,100,45,1000,8000,sequential,0,1,5,5,1,0.017517
100000,100,46,1000,8000,sequential,0,1,5,5,1,0.017524
100000,100,47,1000,8000,sequential,0,1,5,5,1,0.017447
100000,100,48,1000,8000,sequential,0,1,5,5,1,0.017499
100000,100,49,1000,8000,sequential,0,1,5,5,1,0.017582
100000,100,50,1000,8000,sequential,0,1,5,5,1,0.017458
100000,100,51,1000,8000,sequential,0,1,5,5,1,0.017659
100000,100,52,1000,8000,sequential,0,1,5,5,1,0.017493
100000,100,53,1000,8000,sequential,0,1,5,5,1,0.017435
100000,100,54,1000,8000,sequential,0,1,5,5,1,0.017431
100000,100,55,1000,8000,sequential,0,1,5,5,1,0.017433
100000,100,56,1000,8000,sequential,0,1,5,5,1,0.017472
100000,100,57,1000,8000,sequential,0,1,5,5,1,0.017394
100000,100,58,1000,8000,sequential,0,1,5,5,1,0.017481
100000,100,59,1000,8000,sequential,0,1,5,5,1,0.017515
100000,100,60,1000,8000,sequential,0,1,5,5,1,0.031573
100000,100,61,1000,8000,sequential,0,1,5,5,1,0.028835
100000,100,62,1000,8000,sequential,0,1,5,5,1,0.029232
100000,100,63,1000,8000,sequential,0,1,5,5,1,0.029011
100000,100,64,1000,8000,sequential,0,1,5,5,1,0.017521
100000,100,65,1000,8000,sequential,0,1,5,5,1,0.017625
100000,100,66,1000,8000,sequential,0,1,5,5,1,0.017616
100000,100,67,1000,8000,sequential,0,1,5,5,1,0.017519
100000,100,68,1000,8000,sequential,0,1,5,5,1,0.017464
100000,100,69,1000,8000,sequential,0,1,5,5,1,0.017548
100000,100,70,1000,8000,sequential,0,1,5,5,1,0.017426
100000,100,71,1000,8000,sequential,0,1,5,5,1,0.017453
100000,100,72,1000,8000,sequential,0,1,5,5,1,0.017482
100000,100,73,1000,8000,sequential,0,1,5,5,1,0.017385
100000,100,74,1000,8000,sequential,0,1,5,5,1,0.017023
100000,100,75,1000,8000,sequential,0,1,5,5,1,0.016765
100000,100,76,1000,8000,sequential,0,1,5,5,1,0.016746
100000,100,77,1000,8000,sequential,0,1,5,5,1,0.017641
100000,100,78,1000,8000,sequential,0,1,5,5,1,0.017311
100000,100,79,1000,8000,sequential,0,1,5,5,1,0.017492
100000,100,80,1000,8000,sequential,0,1,5,5,1,0.017452
100000,100,81,1000,8000,sequential,0,1,5,5,1,0.017553
100000,100,82,1000,8000,sequential,0,1,5,5,1,0.017523
100000,100,83,1000,8000,sequential,0,1,5,5,1,0.017489
100000,100,84,1000,8000,sequential,0,1,5,5,1,0.017547
100000,100,85,1000,8000,sequential,0,1,5,5,1,0.017495
100000,100,86,1000,8000,sequential,0,1,5,5,1,0.017506
100000,100,87,1000,8000,sequential,0,1,5,5,1,0.01758
100000,100,88,1000,8000,sequential,0,1,5,5,1,0.017554
100000,100,89,1000,8000,sequential,0,1,5,5,1,0.017474
100000,100,90,1000,8000,sequential,0,1,5,5,1,0.0186
100000,100,91,1000,8000,sequential,0,1,5,5,1,0.018035
100000,100,92,1000,8000,sequential,0,1,5,5,1,0.018579
100000,100,93,1000,8000,sequential,0,1,5,5,1,0.018054
100000,100,94,1000,8000,sequential,0,1,5,5,1,0.01752
100000,100,95,1000,8000,sequential,0,1,5,5,1,0.01752
100000,100,96,1000,8000,sequential,0,1,5,5,1,0.017367
100000,100,97,1000,8000,sequential,0,1,5,5,1,0.017312
100000,100,98,1000,8000,sequential,0,1,5,5,1,0.01722
100000,100,99,1000,8000,sequential,0,1,5,5,1,0.0172
100000,100,0,1000,8000,strided,1,8,1,1,0.5,0.007598
100000,100,1,1000,8000,strided,1,8,1,1,0.5,0.007573
100000,100,2,1000,8000,strided,1,8,1,1,0.5,0.007629
100000,100,3,1000,8000,strided,1,8,1,1,0.5,0.007439
100000,100,4,1000,8000,strided,1,8,1,1,0.5,0.007463
100000,100,5,1000,8000,strided,1,8,1,1,0.5,0.007369
100000,100,6,1000,8000,strided,1,8,1,1,0.5,0.007622
100000,100,7,1000,8000,strided,1,8,1,1,0.5,0.007467
100000,100,8,1000,8000,strided,1,8,1,1,0.5,0.007459
100000,100,9,1000,8000,strided,1,8,1,1,0.5,0.007305
100000,100,10,1000,8000,strided,1,8,1,1,0.5,0.00744
100000,100,11,1000,8000,strided,1,8,1,1,0.5,0.007345
100000,100,12,1000,8000,strided,1,8,1,1,0.5,0.007396
100000,100,13,1000,8000,strided,1,8,1,1,0.5,0.007281
100000,100,14,1000,8000,strided,1,8,1,1,0.5,0.007276
100000,100,15,1000,8000,strided,1,8,1,1,0.5,0.007355
100000,100,16,1000,8000,strided,1,8,1,1,0.5,0.007594
100000,100,17,1000,8000,strided,1,8,1,1,0.5,0.007561
100000,100,18,1000,8000,strided,1,8,1,1,0.5,0.007401
100000,100,19,1000,8000,strided,1,8,1,1,0.5,0.00732
100000,100,20,1000,8000,strided,1,8,1,1,0.5,0.007285
100000,100,21,1000,8000,strided,1,8,1,1,0.5,0.007483
100000,100,22,1000,8000,strided,1,8,1,1,0.5,0.007624
100000,100,23,1000,8000,strided,1,8,1,1,0.5,0.007451
100000,100,24,1000,8000,strided,1,8,1,1,0.5,0.007518
100000,100,25,1000,8000,strided,1,8,1,1,0.5,0.00758
100000,100,26,1000,8000,strided,1,8,1,1,0.5,0.007776
100000,100,27,1000,8000,strided,1,8,1,1,0.5,0.007374
100000,100,28,1000,8000,strided,1,8,1,1,0.5,0.007523
100000,100,29,1000,8000,strided,1,8,1,1,0.5,0.007434
100000,100,30,1000,8000,strided,1,8,1,1,0.5,0.007376
100000,100,31,1000,8000,strided,1,8,1,1,0.5,0.007506
100000,100,32,1000,8000,strided,1,8,1,1,0.5,0.007434
100000,100,33,1000,8000,strided,1,8,1,1,0.5,0.007456
100000,100,34,1000,8000,strided,1,8,1,1,0.5,0.007479
100000,100,35,1000,8000,strided,1,8,1,1,0.5,0.007265
100000,100,36,1000,8000,strided,1,8,1,1,0.5,0.007287
100000,100,37,1000,8000,strided,1,8,1,1,0.5,0.007425
100000,100,38,1000,8000,strided,1,8,1,1,0.5,0.007307
100000,100,39,1000,8000,strided,1,8,1,1,0.5,0.007271
100000,100,40,1000,8000,strided,1,8,1,1,0.5,0.007262
100000,100,41,1000,8000,strided,1,8,1,1,0.5,0.007266
100000,100,42,1000,8000,strided,1,8,1,1,0.5,0.007443
100000,100,43,1000,8000,strided,1,8,1,1,0.5,0.007397
100000,100,44,1000,8000,strided,1,8,1,1,0.5,0.007827
100000,100,45,1000,8000,strided,1,8,1,1,0.5,0.007301
100000,100,46,1000,8000,strided,1,8,1,1,0.5,0.007462
100000,100,47,1000,8000,strided,1,8,1,1,0.5,0.009473
100000,100,48,1000,8000,strided,1,8,1,1,0.5,0.009756
100000,100,49,1000,8000,strided,1,8,1,1,0.5,0.009156
100000,100,50,1000,8000,strided,1,8,1,1,0.5,0.009301
100000,100,51,1000,8000,strided,1,8,1,1,0.5,0.009195
100000,100,52,1000,8000,strided,1,8,1,1,0.5,0.008968
100000,100,53,1000,8000,strided,1,8,1,1,0.5,0.007704
100000,100,54,1000,8000,strided,1,8,1,1,0.5,0.00735
100000,100,55,1000,8000,strided,1,8,1,1,0.5,0.007403
100000,100,56,1000,8000,strided,1,8,1,1,0.5,0.007483
100000,100,57,1000,8000,strided,1,8,1,1,0.5,0.007568
100000,100,58,1000,8000,strided,1,8,1,1,0.5,0.007499
100000,100,59,1000,8000,strided,1,8,1,1,0.5,0.007298
100000,100,60,1000,8000,strided,1,8,1,1,0.5,0.007442
100000,100,61,1000,8000,strided,1,8,1,1,0.5,0.007414
100000,100,62,1000,8000,strided,1,8,1,1,0.5,0.007359
100000,100,63,1000,8000,strided,1,8,1,1,0.5,0.007359
100000,100,64,1000,8000,strided,1,8,1,1,0.5,0.007491
100000,100,65,1000,8000,strided,1,8,1,1,0.5,0.007396
100000,100,66,1000,8000,strided,1,8,1,1,0.5,0.007266
100000,100,67,1000,8000,strided,1,8,1,1,0.5,0.007235
100000,100,68,1000,8000,strided,1,8,1,1,0.5,0.007222
100000,100,69,1000,8000,strided,1,8,1,1,0.5,0.007277
100000,100,70,1000,8000,strided,1,8,1,1,0.5,0.007453
100000,100,71,1000,8000,strided,1,8,1,1,0.5,0.007322
100000,100,72,1000,8000,strided,1,8,1,1,0.5,0.007567
100000,100,73,1000,8000,strided,1,8,1,1,0.5,0.007268
100000,100,74,1000,8000,strided,1,8,1,1,0.5,0.007326
100000,100,75,1000,8000,strided,1,8,1,1,0.5,0.00777
100000,100,76,1000,8000,strided,1,8,1,1,0.5,0.007316
100000,100,77,1000,8000,strided,1,8,1,1,0.5,0.007515
100000,100,78,1000,8000,strided,1,8,1,1,0.5,0.007305
100000,100,79,1000,8000,strided,1,8,1,1,0.5,0.007311
100000,100,80,1000,8000,strided,1,8,1,1,0.5,0.007721
100000,100,81,1000,8000,strided,1,8,1,1,0.5,0.007262
100000,100,82,1000,8000,strided,1,8,1,1,0.5,0.007304
100000,100,83,1000,8000,strided,1,8,1,1,0.5,0.007589
100000,100,84,1000,8000,strided,1,8,1,1,0.5,0.007271
100000,100,85,1000,8000,strided,1,8,1,1,0.5,0.007422
100000,100,86,1000,8000,strided,1,8,1,1,0.5,0.007333
100000,100,87,1000,8000,strided,1,8,1,1,0.5,0.007278
100000,100,88,1000,8000,strided,1,8,1,1,0.5,0.007247
100000,100,89,1000,8000,strided,1,8,1,1,0.5,0.007285
100000,100,90,1000,8000,strided,1,8,1,1,0.5,0.007741
100000,100,91,1000,8000,strided,1,8,1,1,0.5,0.007575
100000,100,92,1000,8000,strided,1,8,1,1,0.5,0.007277
100000,100,93,1000,8000,strided,1,8,1,1,0.5,0.007602
100000,100,94,1000,8000,strided,1,8,1,1,0.5,0.00732
100000,100,95,1000,8000,strided,1,8,1,1,0.5,0.007802
100000,100,96,1000,8000,strided,1,8,1,1,0.5,0.007421
100000,100,97,1000,8000,strided,1,8,1,1,0.5,0.007246
100000,100,98,1000,8000,strided,1,8,1,1,0.5,0.007265
100000,100,99,1000,8000,strided,1,8,1,1,0.5,0.007242
100000,100,0,1000,8000,strided,1,8,5,5,0.5,0.020861
100000,100,1,1000,8000,strided,1,8,5,5,0.5,0.020614
100000,100,2,1000,8000,strided,1,8,5,5,0.5,0.019539
100000,100,3,1000,8000,strided,1,8,5,5,0.5,0.020969
100000,100,4,1000,8000,strided,1,8,5,5,0.5,0.020165
100000,100,5,1000,8000,strided,1,8,5,5,0.5,0.020699
100000,100,6,1000,8000,strided,1,8,5,5,0.5,0.019621
100000,100,7,1000,8000,strided,1,8,5,5,0.5,0.020974
100000,100,8,1000,8000,strided,1,8,5,5,0.5,0.02006
100000,100,9,1000,8000,strided,1,8,5,5,0.5,0.019867
100000,100,10,1000,8000,strided,1,8,5,5,0.5,0.019317
100000,100,11,1000,8000,strided,1,8,5,5,0.5,0.01945
100000,100,12,1000,8000,strided,1,8,5,5,0.5,0.019824
100000,100,13,1000,8000,strided,1,8,5,5,0.5,0.019461
100000,100,14,1000,8000,strided,1,8,5,5,0.5,0.021383
100000,100,15,1000,8000,strided,1,8,5,5,0.5,0.019456
100000,100,16,1000,8000,strided,1,8,5,5,0.5,0.020597
100000,100,17,1000,8000,strided,1,8,5,5,0.5,0.02029
100000,100,18,1000,8000,strided,1,8,5,5,0.5,0.020612
100000,100,19,1000,8000,strided,1,8,5,5,0.5,0.020513
100000,100,20,1000,8000,strided,1,8,5,5,0.5,0.020436
100000,100,21,1000,8000,strided,1,8,5,5,0.5,0.019923
100000,100,22,1000,8000,strided,1,8,5,5,0.5,0.020379
100000,100,23,1000,8000,strided,1,8,5,5,0.5,0.020588
100000,100,24,1000,8000,strided,1,8,5,5,0.5,0.021123
100000,100,25,1000,8000,strided,1,8,5,5,0.5,0.019818
100000,100,26,1000,8000,strided,1,8,5,5,0.5,0.019515
100000,100,27,1000,8000,strided,1,8,5,5,0.5,0.019912
100000,100,28,1000,8000,strided,1,8,5,5,0.5,0.020171
100000,100,29,1000,8000,strided,1,8,5,5,0.5,0.019464
100000,100,30,1000,8000,strided,1,8,5,5,0.5,0.020234
100000,100,31,1000,8000,strided,1,8,5,5,0.5,0.020822
100000,100,32,1000,8000,strided,1,8,5,5,0.5,0.020084
100000,100,33,1000,8000,strided,1,8,5,5,0.5,0.031701
100000,100,34,1000,8000,strided,1,8,5,5,0.5,0.024427
100000,100,35,1000,8000,strided,1,8,5,5,0.5,0.022134
100000,100,36,1000,8000,strided,1,8,5,5,0.5,0.031848
100000,100,37,1000,8000,strided,1,8,5,5,0.5,0.020774
100000,100,38,1000,8000,strided,1,8,5,5,0.5,0.019757
100000,100,39,1000,8000,strided,1,8,5,5,0.5,0.020253
100000,100,40,1000,8000,strided,1,8,5,5,0.5,0.019696
100000,100,41,1000,8000,strided,1,8,5,5,0.5,0.019519
100000,100,42,1000,8000,strided,1,8,5,5,0.5,0.020664
100000,100,43,1000,8000,strided,1,8,5,5,0.5,0.019979
100000,100,44,1000,8000,strided,1,8,5,5,0.5,0.019445
100000,100,45,1000,8000,strided,1,8,5,5,0.5,0.020974
100000,100,46,1000,8000,strided,1,8,5,5,0.5,0.020075
100000,100,47,1000,8000,strided,1,8,5,5,0.5,0.019661
100000,100,48,1000,8000,strided,1,8,5,5,0.5,0.019375
100000,100,49,1000,8000,strided,1,8,5,5,0.5,0.020325
100000,100,50,1000,8000,strided,1,8,5,5,0.5,0.019791
100000,100,51,1000,8000,strided,1,8,5,5,0.5,0.020524
100000,100,52,1000,8000,strided,1,8,5,5,0.5,0.020105
100000,100,53,1000,8000,strided,1,8,5,5,0.5,0.019445
100000,100,54,1000,8000,strided,1,8,5,5,0.5,0.020437
100000,100,55,1000,8000,strided,1,8,5,5,0.5,0.020085
100000,100,56,1000,8000,strided,1,8,5,5,0.5,0.020191
100000,100,57,1000,8000,strided,1,8,5,5,0.5,0.019419
100000,100,58,1000,8000,strided,1,8,5,5,0.5,0.020016
100000,100,59,1000,8000,strided,1,8,5,5,0.5,0.020056
100000,100,60,1000,8000,strided,1,8,5,5,0.5,0.019622
100000,100,61,1000,8000,strided,1,8,5,5,0.5,0.020662
100000,100,62,1000,8000,strided,1,8,5,5,0.5,0.020798
100000,100,63,1000,8000,strided,1,8,5,5,0.5,0.020232
100000,100,64,1000,8000,strided,1,8,5,5,0.5,0.019329
100000,100,65,1000,8000,strided,1,8,5,5,0.5,0.020707
100000,100,66,1000,8000,strided,1,8,5,5,0.5,0.019731
